system:index,date,id,instrument_mode,lat,lon,look_angle,orbit_number,orbit_pass,platform,polarization,relative_orbit,resolution,slice_number,timestamp,.geo
S1A_IW_GRDH_1SDV_20200709T105842_20200709T105907_033377_03DDFB_6EE4,2020-07-09 10:58:42,S1A_IW_GRDH_1SDV_20200709T105842_20200709T105907_033377_03DDFB_6EE4,IW,23.553659188533608,106.87563398790354,,33377.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1594292322000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200711T225029_20200711T225058_033413_03DF24_CB93,2020-07-11 22:50:29,S1A_IW_GRDH_1SDV_20200711T225029_20200711T225058_033413_03DF24_CB93,IW,22.590780972866288,106.16798084274332,,33413.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1594507829000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200714T110643_20200714T110708_033450_03E04E_9FC7,2020-07-14 11:06:43,S1A_IW_GRDH_1SDV_20200714T110643_20200714T110708_033450_03E04E_9FC7,IW,22.76559527559677,104.9802300362881,,33450.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1594724803000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200721T105818_20200721T105843_033552_03E358_B91B,2020-07-21 10:58:18,S1A_IW_GRDH_1SDV_20200721T105818_20200721T105843_033552_03E358_B91B,IW,22.043816708889093,107.17616616050736,,33552.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1595329098000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200721T105843_20200721T105908_033552_03E358_26C7,2020-07-21 10:58:43,S1A_IW_GRDH_1SDV_20200721T105843_20200721T105908_033552_03E358_26C7,IW,23.553777795335716,106.87539471443516,,33552.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1595329123000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200723T225030_20200723T225059_033588_03E485_8D3C,2020-07-23 22:50:30,S1A_IW_GRDH_1SDV_20200723T225030_20200723T225059_033588_03E485_8D3C,IW,22.590928349469426,106.16730091769995,,33588.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1595544630000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200726T110644_20200726T110709_033625_03E5AD_3BF6,2020-07-26 11:06:44,S1A_IW_GRDH_1SDV_20200726T110644_20200726T110709_033625_03E5AD_3BF6,IW,22.765710186890658,104.97954635144903,,33625.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1595761604000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200802T105818_20200802T105843_033727_03E8B9_93FE,2020-08-02 10:58:18,S1A_IW_GRDH_1SDV_20200802T105818_20200802T105843_033727_03E8B9_93FE,IW,22.043878537582188,107.17584770108633,,33727.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1596365898000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200802T105843_20200802T105908_033727_03E8B9_35C5,2020-08-02 10:58:43,S1A_IW_GRDH_1SDV_20200802T105843_20200802T105908_033727_03E8B9_35C5,IW,23.55385954793229,106.87515707468422,,33727.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1596365923000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200804T225030_20200804T225059_033763_03E9DF_3BC8,2020-08-04 22:50:30,S1A_IW_GRDH_1SDV_20200804T225030_20200804T225059_033763_03E9DF_3BC8,IW,22.590432932676954,106.1672601964834,,33763.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1596581430000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200807T110644_20200807T110709_033800_03EB2C_E88C,2020-08-07 11:06:44,S1A_IW_GRDH_1SDV_20200807T110644_20200807T110709_033800_03EB2C_E88C,IW,22.765641882247397,104.98012435329191,,33800.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1596798404000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200814T105819_20200814T105844_033902_03EE9F_DA8B,2020-08-14 10:58:19,S1A_IW_GRDH_1SDV_20200814T105819_20200814T105844_033902_03EE9F_DA8B,IW,22.04384092826536,107.17512304887588,,33902.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1597402699000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200814T105844_20200814T105909_033902_03EE9F_B254,2020-08-14 10:58:44,S1A_IW_GRDH_1SDV_20200814T105844_20200814T105909_033902_03EE9F_B254,IW,23.553811582766695,106.87436384275252,,33902.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1597402724000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200816T225031_20200816T225100_033938_03EFF3_1645,2020-08-16 22:50:31,S1A_IW_GRDH_1SDV_20200816T225031_20200816T225100_033938_03EFF3_1645,IW,22.590453205885968,106.16729174084851,,33938.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1597618231000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200819T110645_20200819T110710_033975_03F152_B847,2020-08-19 11:06:45,S1A_IW_GRDH_1SDV_20200819T110645_20200819T110710_033975_03F152_B847,IW,22.76553864495044,104.98067884509224,,33975.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1597835205000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200826T105820_20200826T105845_034077_03F4D0_D157,2020-08-26 10:58:20,S1A_IW_GRDH_1SDV_20200826T105820_20200826T105845_034077_03F4D0_D157,IW,22.04394726387287,107.17473750666724,,34077.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1598439500000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200826T105845_20200826T105910_034077_03F4D0_6E97,2020-08-26 10:58:45,S1A_IW_GRDH_1SDV_20200826T105845_20200826T105910_034077_03F4D0_6E97,IW,23.553916748419482,106.87395472362063,,34077.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1598439525000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200828T225032_20200828T225101_034113_03F620_A48A,2020-08-28 22:50:32,S1A_IW_GRDH_1SDV_20200828T225032_20200828T225101_034113_03F620_A48A,IW,22.59033107814212,106.16687804826637,,34113.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1598655032000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200831T110646_20200831T110711_034150_03F77B_29A9,2020-08-31 11:06:46,S1A_IW_GRDH_1SDV_20200831T110646_20200831T110711_034150_03F77B_29A9,IW,22.765675958417017,104.97999809030559,,34150.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1598872006000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200907T105820_20200907T105845_034252_03FAF7_0AA4,2020-09-07 10:58:20,S1A_IW_GRDH_1SDV_20200907T105820_20200907T105845_034252_03FAF7_0AA4,IW,22.04400164949379,107.17584382169485,,34252.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1599476300000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200907T105845_20200907T105910_034252_03FAF7_FA13,2020-09-07 10:58:45,S1A_IW_GRDH_1SDV_20200907T105845_20200907T105910_034252_03FAF7_FA13,IW,23.553985674003556,106.8751356002728,,34252.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1599476325000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200909T225032_20200909T225101_034288_03FC3E_F8EF,2020-09-09 22:50:32,S1A_IW_GRDH_1SDV_20200909T225032_20200909T225101_034288_03FC3E_F8EF,IW,22.590322752027234,106.16744816281282,,34288.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1599691832000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200912T110646_20200912T110711_034325_03FD9C_1BAC,2020-09-12 11:06:46,S1A_IW_GRDH_1SDV_20200912T110646_20200912T110711_034325_03FD9C_1BAC,IW,22.765792792456892,104.97940735107346,,34325.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1599908806000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200919T105821_20200919T105846_034427_04012C_5AD6,2020-09-19 10:58:21,S1A_IW_GRDH_1SDV_20200919T105821_20200919T105846_034427_04012C_5AD6,IW,22.043975922923256,107.1763718783437,,34427.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1600513101000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200919T105846_20200919T105911_034427_04012C_CFB7,2020-09-19 10:58:46,S1A_IW_GRDH_1SDV_20200919T105846_20200919T105911_034427_04012C_CFB7,IW,23.553934670199762,106.87556476258403,,34427.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1600513126000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200921T225033_20200921T225102_034463_040284_47A6,2020-09-21 22:50:33,S1A_IW_GRDH_1SDV_20200921T225033_20200921T225102_034463_040284_47A6,IW,22.590574250298328,106.16750785695281,,34463.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1600728633000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20200924T110647_20200924T110712_034500_0403C8_BD56,2020-09-24 11:06:47,S1A_IW_GRDH_1SDV_20200924T110647_20200924T110712_034500_0403C8_BD56,IW,22.76577921002639,104.97911082715666,,34500.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1600945607000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201001T105821_20201001T105846_034602_04074E_367C,2020-10-01 10:58:21,S1A_IW_GRDH_1SDV_20201001T105821_20201001T105846_034602_04074E_367C,IW,22.043891291021176,107.17640744514001,,34602.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1601549901000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201001T105846_20201001T105911_034602_04074E_F422,2020-10-01 10:58:46,S1A_IW_GRDH_1SDV_20201001T105846_20201001T105911_034602_04074E_F422,IW,23.55385597556294,106.87559944907325,,34602.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1601549926000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201003T225033_20201003T225102_034638_0408A5_8088,2020-10-03 22:50:33,S1A_IW_GRDH_1SDV_20201003T225033_20201003T225102_034638_0408A5_8088,IW,22.59062233346524,106.16750885739233,,34638.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1601765433000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201006T110647_20201006T110712_034675_0409F4_1828,2020-10-06 11:06:47,S1A_IW_GRDH_1SDV_20201006T110647_20201006T110712_034675_0409F4_1828,IW,22.765714687275903,104.97921082486054,,34675.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1601982407000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201013T105821_20201013T105846_034777_040D6B_7D60,2020-10-13 10:58:21,S1A_IW_GRDH_1SDV_20201013T105821_20201013T105846_034777_040D6B_7D60,IW,22.043908112395414,107.17515590105627,,34777.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1602586701000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201013T105846_20201013T105911_034777_040D6B_D8DB,2020-10-13 10:58:46,S1A_IW_GRDH_1SDV_20201013T105846_20201013T105911_034777_040D6B_D8DB,IW,23.55386831571146,106.87434763155589,,34777.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1602586726000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201015T225033_20201015T225102_034813_040EBA_C8B2,2020-10-15 22:50:33,S1A_IW_GRDH_1SDV_20201015T225033_20201015T225102_034813_040EBA_C8B2,IW,22.590408628633458,106.16746546645079,,34813.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1602802233000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201018T110647_20201018T110712_034850_041018_DFB2,2020-10-18 11:06:47,S1A_IW_GRDH_1SDV_20201018T110647_20201018T110712_034850_041018_DFB2,IW,22.765629093416273,104.98007219004938,,34850.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1603019207000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201025T105821_20201025T105846_034952_04137D_7C6C,2020-10-25 10:58:21,S1A_IW_GRDH_1SDV_20201025T105821_20201025T105846_034952_04137D_7C6C,IW,22.043824209191232,107.1752028498109,,34952.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1603623501000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201025T105846_20201025T105911_034952_04137D_AC28,2020-10-25 10:58:46,S1A_IW_GRDH_1SDV_20201025T105846_20201025T105911_034952_04137D_AC28,IW,23.553789932380568,106.87439561173782,,34952.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1603623526000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201027T225033_20201027T225102_034988_0414C6_099C,2020-10-27 22:50:33,S1A_IW_GRDH_1SDV_20201027T225033_20201027T225102_034988_0414C6_099C,IW,22.590642292906544,106.16773917207864,,34988.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1603839033000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201030T110647_20201030T110712_035025_041602_17BD,2020-10-30 11:06:47,S1A_IW_GRDH_1SDV_20201030T110647_20201030T110712_035025_041602_17BD,IW,22.76562692419346,104.98017222344527,,35025.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1604056007000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201106T105821_20201106T105846_035127_04197D_018F,2020-11-06 10:58:21,S1A_IW_GRDH_1SDV_20201106T105821_20201106T105846_035127_04197D_018F,IW,22.043794252060486,107.17504324283848,,35127.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1604660301000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201106T105846_20201106T105911_035127_04197D_7CD8,2020-11-06 10:58:46,S1A_IW_GRDH_1SDV_20201106T105846_20201106T105911_035127_04197D_7CD8,IW,23.553748507558215,106.8742142473963,,35127.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1604660326000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201108T225033_20201108T225102_035163_041ACA_DC75,2020-11-08 22:50:33,S1A_IW_GRDH_1SDV_20201108T225033_20201108T225102_035163_041ACA_DC75,IW,22.59056740056141,106.16760212086155,,35163.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1604875833000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201111T110647_20201111T110712_035200_041C25_F19A,2020-11-11 11:06:47,S1A_IW_GRDH_1SDV_20201111T110647_20201111T110712_035200_041C25_F19A,IW,22.76554331499958,104.9798846588531,,35200.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1605092807000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201118T105821_20201118T105846_035302_041FA1_57D2,2020-11-18 10:58:21,S1A_IW_GRDH_1SDV_20201118T105821_20201118T105846_035302_041FA1_57D2,IW,22.043760707790245,107.17503338037541,,35302.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1605697101000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201118T105846_20201118T105911_035302_041FA1_0DFF,2020-11-18 10:58:46,S1A_IW_GRDH_1SDV_20201118T105846_20201118T105911_035302_041FA1_0DFF,IW,23.55371354381023,106.87423365765208,,35302.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1605697126000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201120T225033_20201120T225102_035338_0420E4_8B5B,2020-11-20 22:50:33,S1A_IW_GRDH_1SDV_20201120T225033_20201120T225102_035338_0420E4_8B5B,IW,22.59030532333091,106.16764173751176,,35338.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1605912633000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201123T110646_20201123T110711_035375_04222F_BA3F,2020-11-23 11:06:46,S1A_IW_GRDH_1SDV_20201123T110646_20201123T110711_035375_04222F_BA3F,IW,22.765577134737512,104.9797449948811,,35375.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1606129606000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201130T105820_20201130T105845_035477_0425A6_A591,2020-11-30 10:58:20,S1A_IW_GRDH_1SDV_20201130T105820_20201130T105845_035477_0425A6_A591,IW,22.043712018973224,107.17645873156967,,35477.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1606733900000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201130T105845_20201130T105910_035477_0425A6_4EE4,2020-11-30 10:58:45,S1A_IW_GRDH_1SDV_20201130T105845_20201130T105910_035477_0425A6_4EE4,IW,23.553662487006058,106.87558334115194,,35477.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1606733925000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201202T225032_20201202T225101_035513_0426F1_89BD,2020-12-02 22:50:32,S1A_IW_GRDH_1SDV_20201202T225032_20201202T225101_035513_0426F1_89BD,IW,22.5903470774906,106.16757779663043,,35513.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1606949432000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201205T110646_20201205T110711_035550_042836_66C0,2020-12-05 11:06:46,S1A_IW_GRDH_1SDV_20201205T110646_20201205T110711_035550_042836_66C0,IW,22.765510074832214,104.97929571551686,,35550.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1607166406000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201212T105820_20201212T105845_035652_042BA9_8212,2020-12-12 10:58:20,S1A_IW_GRDH_1SDV_20201212T105820_20201212T105845_035652_042BA9_8212,IW,22.043691198442605,107.17585073679832,,35652.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1607770700000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201212T105845_20201212T105910_035652_042BA9_4A22,2020-12-12 10:58:45,S1A_IW_GRDH_1SDV_20201212T105845_20201212T105910_035652_042BA9_4A22,IW,23.553643692410784,106.8750619998751,,35652.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1607770725000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201214T225032_20201214T225101_035688_042CF3_7DE4,2020-12-14 22:50:32,S1A_IW_GRDH_1SDV_20201214T225032_20201214T225101_035688_042CF3_7DE4,IW,22.590715270509673,106.16712065683355,,35688.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1607986232000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201217T110645_20201217T110710_035725_042E3F_DB59,2020-12-17 11:06:45,S1A_IW_GRDH_1SDV_20201217T110645_20201217T110710_035725_042E3F_DB59,IW,22.765498315102786,104.97926725956808,,35725.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1608203205000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201224T105819_20201224T105844_035827_0431AD_12EB,2020-12-24 10:58:19,S1A_IW_GRDH_1SDV_20201224T105819_20201224T105844_035827_0431AD_12EB,IW,22.043729500144543,107.17596532496377,,35827.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1608807499000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201224T105844_20201224T105909_035827_0431AD_C05A,2020-12-24 10:58:44,S1A_IW_GRDH_1SDV_20201224T105844_20201224T105909_035827_0431AD_C05A,IW,23.55368104795618,106.87516939325211,,35827.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1608807524000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201226T225031_20201226T225100_035863_043307_C02F,2020-12-26 22:50:31,S1A_IW_GRDH_1SDV_20201226T225031_20201226T225100_035863_043307_C02F,IW,22.590623910622547,106.16795923441944,,35863.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1609023031000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20201229T110645_20201229T110710_035900_043460_2EAD,2020-12-29 11:06:45,S1A_IW_GRDH_1SDV_20201229T110645_20201229T110710_035900_043460_2EAD,IW,22.76543741568064,104.98015001410758,,35900.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1609240005000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210105T105819_20210105T105844_036002_0437C1_55EB,2021-01-05 10:58:19,S1A_IW_GRDH_1SDV_20210105T105819_20210105T105844_036002_0437C1_55EB,IW,22.043721307512882,107.17563117354295,,36002.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1609844299000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210105T105844_20210105T105909_036002_0437C1_5811,2021-01-05 10:58:44,S1A_IW_GRDH_1SDV_20210105T105844_20210105T105909_036002_0437C1_5811,IW,23.55367704031457,106.87485712118769,,36002.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1609844324000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210107T225030_20210107T225059_036038_043919_BA76,2021-01-07 22:50:30,S1A_IW_GRDH_1SDV_20210107T225030_20210107T225059_036038_043919_BA76,IW,22.590775293378726,106.16878925822743,,36038.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1610059830000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210110T110644_20210110T110709_036075_043A78_42D2,2021-01-10 11:06:44,S1A_IW_GRDH_1SDV_20210110T110644_20210110T110709_036075_043A78_42D2,IW,22.765407285196616,104.9804838198131,,36075.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1610276804000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210117T105818_20210117T105843_036177_043DE3_2259,2021-01-17 10:58:18,S1A_IW_GRDH_1SDV_20210117T105818_20210117T105843_036177_043DE3_2259,IW,22.04370516152159,107.17550220783642,,36177.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1610881098000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210117T105843_20210117T105908_036177_043DE3_1EF0,2021-01-17 10:58:43,S1A_IW_GRDH_1SDV_20210117T105843_20210117T105908_036177_043DE3_1EF0,IW,23.553666331666665,106.87472191766845,,36177.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1610881123000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210122T110644_20210122T110709_036250_044093_CEA2,2021-01-22 11:06:44,S1A_IW_GRDH_1SDV_20210122T110644_20210122T110709_036250_044093_CEA2,IW,22.765461250667457,104.98047974080345,,36250.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1611313604000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210129T105818_20210129T105843_036352_044401_211B,2021-01-29 10:58:18,S1A_IW_GRDH_1SDV_20210129T105818_20210129T105843_036352_044401_211B,IW,22.043621796531397,107.17545697894849,,36352.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1611917898000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210129T105843_20210129T105908_036352_044401_6D5D,2021-01-29 10:58:43,S1A_IW_GRDH_1SDV_20210129T105843_20210129T105908_036352_044401_6D5D,IW,23.55359220718902,106.87469150071648,,36352.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1611917923000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210131T225030_20210131T225059_036388_04454E_976A,2021-01-31 22:50:30,S1A_IW_GRDH_1SDV_20210131T225030_20210131T225059_036388_04454E_976A,IW,22.59076118970178,106.16715378492626,,36388.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1612133430000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210203T110643_20210203T110708_036425_0446A2_0B47,2021-02-03 11:06:43,S1A_IW_GRDH_1SDV_20210203T110643_20210203T110708_036425_0446A2_0B47,IW,22.76544763196201,104.97941478802485,,36425.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1612350403000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210210T105818_20210210T105843_036527_044A16_7301,2021-02-10 10:58:18,S1A_IW_GRDH_1SDV_20210210T105818_20210210T105843_036527_044A16_7301,IW,22.04358874933106,107.17554147323139,,36527.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1612954698000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210210T105843_20210210T105908_036527_044A16_D4D5,2021-02-10 10:58:43,S1A_IW_GRDH_1SDV_20210210T105843_20210210T105908_036527_044A16_D4D5,IW,23.553550281855504,106.8747811032152,,36527.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1612954723000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210212T225029_20210212T225058_036563_044B62_455C,2021-02-12 22:50:29,S1A_IW_GRDH_1SDV_20210212T225029_20210212T225058_036563_044B62_455C,IW,22.590664003403,106.1666986278977,,36563.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1613170229000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20210215T110643_20210215T110708_036600_044CC1_B124,2021-02-15 11:06:43,S1A_IW_GRDH_1SDV_20210215T110643_20210215T110708_036600_044CC1_B124,IW,22.765370296151428,104.97941213946983,,36600.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1613387203000,"{""type"":""MultiPoint"",""coordinates"":[]}"
